sitename,date,ecoli_value (MPN/100mL)
Hautapu at Papakai Road Bridge,2017-04-26 00:00:00,97
Hautapu at Papakai Road Bridge,2017-11-07 00:00:00,185
Hautapu at Papakai Road Bridge,2017-11-13 00:00:00,160
Hautapu at Papakai Road Bridge,2017-11-19 00:00:00,880
Hautapu at Papakai Road Bridge,2017-11-28 00:00:00,1590
Hautapu at Papakai Road Bridge,2017-12-04 00:00:00,637
Hautapu at Papakai Road Bridge,2017-12-10 00:00:00,1660
Hautapu at Papakai Road Bridge,2017-12-19 00:00:00,262
Hautapu at Papakai Road Bridge,2017-12-28 00:00:00,689
Hautapu at Papakai Road Bridge,2018-01-04 00:00:00,4110
Hautapu at Papakai Road Bridge,2018-01-09 00:00:00,480
Hautapu at Papakai Road Bridge,2018-01-15 00:00:00,
Hautapu at Papakai Road Bridge,2018-01-21 00:00:00,521
Hautapu at Papakai Road Bridge,2018-01-30 00:00:00,581
Hautapu at Papakai Road Bridge,2018-02-05 00:00:00,52
Hautapu at Papakai Road Bridge,2018-02-11 00:00:00,285
Hautapu at Papakai Road Bridge,2018-02-20 00:00:00,98
Hautapu at Papakai Road Bridge,2018-02-26 00:00:00,97
Hautapu at Papakai Road Bridge,2018-03-04 00:00:00,63
Hautapu at Papakai Road Bridge,2018-03-13 00:00:00,537
Hautapu at Papakai Road Bridge,2018-03-19 00:00:00,63
Hautapu at Papakai Road Bridge,2018-03-25 00:00:00,203
Hautapu at Papakai Road Bridge,2018-04-03 00:00:00,98
Hautapu at Papakai Road Bridge,2018-04-09 00:00:00,74
Hautapu at Papakai Road Bridge,2018-04-15 00:00:00,650
Hautapu at Papakai Road Bridge,2018-04-24 00:00:00,253
Hautapu at Papakai Road Bridge,2018-11-12 00:00:00,98
Hautapu at Papakai Road Bridge,2018-11-18 00:00:00,148
Hautapu at Papakai Road Bridge,2018-11-26 00:00:00,5170
Hautapu at Papakai Road Bridge,2018-12-02 00:00:00,473
Hautapu at Papakai Road Bridge,2018-12-11 00:00:00,282
Hautapu at Papakai Road Bridge,2018-12-16 00:00:00,1178
Hautapu at Papakai Road Bridge,2018-12-24 00:00:00,10
Hautapu at Papakai Road Bridge,2018-12-30 00:00:00,213
Hautapu at Papakai Road Bridge,2019-01-07 00:00:00,132
Hautapu at Papakai Road Bridge,2019-01-13 00:00:00,96
Hautapu at Papakai Road Bridge,2019-01-22 00:00:00,122
Hautapu at Papakai Road Bridge,2019-01-27 00:00:00,187
Hautapu at Papakai Road Bridge,2019-02-04 00:00:00,109
Hautapu at Papakai Road Bridge,2019-02-10 00:00:00,134
Hautapu at Papakai Road Bridge,2019-02-18 00:00:00,63
Hautapu at Papakai Road Bridge,2019-02-24 00:00:00,262
Hautapu at Papakai Road Bridge,2019-03-04 00:00:00,75
Hautapu at Papakai Road Bridge,2019-03-10 00:00:00,379
Hautapu at Papakai Road Bridge,2019-03-19 00:00:00,243
Hautapu at Papakai Road Bridge,2019-03-24 00:00:00,197
Hautapu at Papakai Road Bridge,2019-04-02 00:00:00,504
Hautapu at Papakai Road Bridge,2019-04-07 00:00:00,246
Hautapu at Papakai Road Bridge,2019-04-15 00:00:00,171
Hautapu at Papakai Road Bridge,2019-11-04 00:00:00,282
Hautapu at Papakai Road Bridge,2019-11-10 00:00:00,9
Hautapu at Papakai Road Bridge,2019-11-18 00:00:00,292
Hautapu at Papakai Road Bridge,2019-11-24 00:00:00,183
Hautapu at Papakai Road Bridge,2019-12-02 00:00:00,428
Hautapu at Papakai Road Bridge,2019-12-08 00:00:00,110
Hautapu at Papakai Road Bridge,2019-12-16 00:00:00,223
Hautapu at Papakai Road Bridge,2019-12-22 00:00:00,644
Hautapu at Papakai Road Bridge,2019-12-30 00:00:00,175
Hautapu at Papakai Road Bridge,2020-01-05 00:00:00,145
Hautapu at Papakai Road Bridge,2020-01-13 00:00:00,238
Hautapu at Papakai Road Bridge,2020-01-19 00:00:00,52
Hautapu at Papakai Road Bridge,2020-01-27 00:00:00,63
Hautapu at Papakai Road Bridge,2020-02-02 00:00:00,10
Hautapu at Papakai Road Bridge,2020-02-10 00:00:00,52
Hautapu at Papakai Road Bridge,2020-02-16 00:00:00,98
Hautapu at Papakai Road Bridge,2020-02-24 00:00:00,309
Hautapu at Papakai Road Bridge,2020-03-01 00:00:00,435
Hautapu at Papakai Road Bridge,2020-03-09 00:00:00,86
Hautapu at Papakai Road Bridge,2020-03-15 00:00:00,41
Hautapu at Papakai Road Bridge,2020-03-23 00:00:00,146
Hautapu at Papakai Road Bridge,2020-11-01 00:00:00,134
Hautapu at Papakai Road Bridge,2020-11-09 00:00:00,262
Hautapu at Papakai Road Bridge,2020-11-15 00:00:00,317
Hautapu at Papakai Road Bridge,2020-11-23 00:00:00,272
Hautapu at Papakai Road Bridge,2020-11-29 00:00:00,171
Hautapu at Papakai Road Bridge,2020-12-07 00:00:00,135
Hautapu at Papakai Road Bridge,2020-12-13 00:00:00,122
Hautapu at Papakai Road Bridge,2020-12-21 00:00:00,121
Hautapu at Papakai Road Bridge,2020-12-27 00:00:00,259
Hautapu at Papakai Road Bridge,2021-01-04 00:00:00,19900
Hautapu at Papakai Road Bridge,2021-01-10 00:00:00,420
Hautapu at Papakai Road Bridge,2021-01-18 00:00:00,144
Hautapu at Papakai Road Bridge,2021-01-24 00:00:00,175
Hautapu at Papakai Road Bridge,2021-02-01 00:00:00,52
Hautapu at Papakai Road Bridge,2021-02-07 00:00:00,20
Hautapu at Papakai Road Bridge,2021-02-15 00:00:00,41
Hautapu at Papakai Road Bridge,2021-02-21 00:00:00,173
Hautapu at Papakai Road Bridge,2021-02-28 00:00:00,97
Hautapu at Papakai Road Bridge,2021-03-07 00:00:00,368
Hautapu at Papakai Road Bridge,2021-03-15 00:00:00,266
Hautapu at Papakai Road Bridge,2021-03-21 00:00:00,175
Hautapu at Papakai Road Bridge,2021-03-29 00:00:00,288
Hautapu at Papakai Road Bridge,2021-04-04 00:00:00,145
Hautapu at Papakai Road Bridge,2021-04-12 00:00:00,30
Hautapu at Papakai Road Bridge,2021-04-18 00:00:00,97
Hautapu at Papakai Road Bridge,2021-04-26 00:00:00,74
Hautapu at Papakai Road Bridge,2021-11-03 00:00:00,144
Hautapu at Papakai Road Bridge,2021-11-10 00:00:00,52
Hautapu at Papakai Road Bridge,2021-11-17 00:00:00,393
Hautapu at Papakai Road Bridge,2021-11-24 00:00:00,122
Hautapu at Papakai Road Bridge,2021-12-01 00:00:00,14100
Hautapu at Papakai Road Bridge,2021-12-08 00:00:00,420
Hautapu at Papakai Road Bridge,2021-12-15 00:00:00,2610
Hautapu at Papakai Road Bridge,2021-12-22 00:00:00,201
Hautapu at Papakai Road Bridge,2021-12-29 00:00:00,697
Hautapu at Papakai Road Bridge,2022-01-05 00:00:00,52
Hautapu at Papakai Road Bridge,2022-01-12 00:00:00,98
Hautapu at Papakai Road Bridge,2022-01-19 00:00:00,134
Hautapu at Papakai Road Bridge,2022-01-26 00:00:00,122
Hautapu at Papakai Road Bridge,2022-02-02 00:00:00,58
Hautapu at Papakai Road Bridge,2022-02-07 00:00:00,3650
Hautapu at Papakai Road Bridge,2022-02-16 00:00:00,279
Hautapu at Papakai Road Bridge,2022-02-23 00:00:00,110
Hautapu at Papakai Road Bridge,2022-03-02 00:00:00,98
Hautapu at Papakai Road Bridge,2022-03-09 00:00:00,110
Hautapu at Papakai Road Bridge,2022-03-16 00:00:00,41
Hautapu at Papakai Road Bridge,2022-03-23 00:00:00,712
Hautapu at Papakai Road Bridge,2022-03-30 00:00:00,331
Hautapu at Papakai Road Bridge,2022-04-06 00:00:00,134
Hautapu at Papakai Road Bridge,2022-04-13 00:00:00,10
Hautapu at Papakai Road Bridge,2022-04-21 00:00:00,41
Hautapu at Papakai Road Bridge,2022-04-28 00:00:00,52
Hautapu at Papakai Road Bridge,2022-11-02 00:00:00,435
Hautapu at Papakai Road Bridge,2022-11-08 00:00:00,218
Hautapu at Papakai Road Bridge,2022-11-15 00:00:00,97
Hautapu at Papakai Road Bridge,2022-11-22 00:00:00,563
Hautapu at Papakai Road Bridge,2022-11-29 00:00:00,269
Hautapu at Papakai Road Bridge,2022-12-06 00:00:00,216
Hautapu at Papakai Road Bridge,2022-12-13 00:00:00,545
Hautapu at Papakai Road Bridge,2022-12-20 00:00:00,2382
Hautapu at Papakai Road Bridge,2022-12-27 00:00:00,247
Hautapu at Papakai Road Bridge,2023-01-03 00:00:00,110
Hautapu at Papakai Road Bridge,2023-01-10 00:00:00,249
Hautapu at Papakai Road Bridge,2023-01-17 00:00:00,279
Hautapu at Papakai Road Bridge,2023-01-25 00:00:00,41
Hautapu at Papakai Road Bridge,2023-01-31 00:00:00,1076
Hautapu at Papakai Road Bridge,2023-02-08 00:00:00,443
Hautapu at Papakai Road Bridge,2023-02-21 00:00:00,171
Hautapu at Papakai Road Bridge,2023-02-28 00:00:00,
Hautapu at Papakai Road Bridge,2023-03-07 00:00:00,41
Hautapu at Papakai Road Bridge,2023-03-14 00:00:00,880
Hautapu at Papakai Road Bridge,2023-03-21 00:00:00,313
Hautapu at Papakai Road Bridge,2023-03-28 00:00:00,109
Hautapu at Papakai Road Bridge,2023-04-04 00:00:00,309
Hautapu at Papakai Road Bridge,2023-04-12 00:00:00,2046
Hautapu at Papakai Road Bridge,2023-04-18 00:00:00,63
Hautapu at Papakai Road Bridge,2023-04-24 00:00:00,20
Hautapu at Papakai Road Bridge,2023-11-08 00:00:00,1725
Hautapu at Papakai Road Bridge,2023-11-15 00:00:00,107
Hautapu at Papakai Road Bridge,2023-11-22 00:00:00,187
Hautapu at Papakai Road Bridge,2023-11-29 00:00:00,31
Hautapu at Papakai Road Bridge,2023-12-06 00:00:00,171
Hautapu at Papakai Road Bridge,2023-12-13 00:00:00,160
Hautapu at Papakai Road Bridge,2023-12-20 00:00:00,74
Hautapu at Papakai Road Bridge,2023-12-29 00:00:00,185
Hautapu at Papakai Road Bridge,2024-01-05 00:00:00,62
Hautapu at Papakai Road Bridge,2024-01-10 00:00:00,75
Hautapu at Papakai Road Bridge,2024-01-17 00:00:00,683
Hautapu at Papakai Road Bridge,2024-01-25 00:00:00,122
Hautapu at Papakai Road Bridge,2024-01-31 00:00:00,663
Hautapu at Papakai Road Bridge,2024-02-08 00:00:00,109
Hautapu at Papakai Road Bridge,2024-02-14 00:00:00,85
Hautapu at Papakai Road Bridge,2024-02-21 00:00:00,31
Hautapu at Papakai Road Bridge,2024-02-28 00:00:00,52
Hautapu at Papakai Road Bridge,2024-03-06 00:00:00,275
Hautapu at Papakai Road Bridge,2024-03-13 00:00:00,120
Hautapu at Papakai Road Bridge,2024-03-20 00:00:00,75
Hautapu at Papakai Road Bridge,2024-03-27 00:00:00,63
Hautapu at Papakai Road Bridge,2024-04-04 00:00:00,110
Hautapu at Papakai Road Bridge,2024-04-10 00:00:00,20
Hautapu at Papakai Road Bridge,2024-04-17 00:00:00,30
Hautapu at Papakai Road Bridge,2024-04-23 00:00:00,620
Hautapu at Papakai Road Bridge,2024-11-05 00:00:00,364
Hautapu at Papakai Road Bridge,2024-11-12 00:00:00,145
Hautapu at Papakai Road Bridge,2024-11-19 00:00:00,31
Hautapu at Papakai Road Bridge,2024-11-27 00:00:00,30
Hautapu at Papakai Road Bridge,2024-12-04 00:00:00,
Hautapu at Papakai Road Bridge,2024-12-10 00:00:00,211
Hautapu at Papakai Road Bridge,2024-12-17 00:00:00,134
Hautapu at Papakai Road Bridge,2024-12-23 00:00:00,201
Hautapu at Papakai Road Bridge,2024-12-30 00:00:00,109
Hautapu at Papakai Road Bridge,2025-01-07 00:00:00,1789
Hautapu at Papakai Road Bridge,2025-01-14 00:00:00,86
Hautapu at Papakai Road Bridge,2025-01-22 00:00:00,41
Hautapu at Papakai Road Bridge,2025-01-28 00:00:00,146
Hautapu at Papakai Road Bridge,2025-02-04 00:00:00,417
Hautapu at Papakai Road Bridge,2025-02-11 00:00:00,52
Hautapu at Papakai Road Bridge,2025-02-18 00:00:00,52
Hautapu at Papakai Road Bridge,2025-02-25 00:00:00,41
Hautapu at Papakai Road Bridge,2025-03-04 00:00:00,10
Hautapu at Papakai Road Bridge,2025-03-12 00:00:00,63
Hautapu at Papakai Road Bridge,2025-03-18 00:00:00,63
Hautapu at Papakai Road Bridge,2025-03-25 00:00:00,85
Hautapu at Papakai Road Bridge,2025-04-01 00:00:00,1723
Hautapu at Papakai Road Bridge,2025-04-09 00:00:00,74
Hautapu at Papakai Road Bridge,2025-04-15 00:00:00,74
Hautapu at Papakai Road Bridge,2025-04-23 00:00:00,938
Hautapu at Papakai Road Bridge,2025-04-29 00:00:00,97
Hautapu at Papakai Road Bridge,2025-11-05 00:00:00,161
Hautapu at Papakai Road Bridge,2025-11-12 00:00:00,578
Hautapu at Papakai Road Bridge,2025-11-19 00:00:00,84
Hautapu at Papakai Road Bridge,2025-11-26 00:00:00,86
Hautapu at Papakai Road Bridge,2025-12-03 00:00:00,282
Hautapu at Papakai Road Bridge,2025-12-08 00:00:00,253
Hautapu at Papakai Road Bridge,2025-12-17 00:00:00,110
Hautapu at Papakai Road Bridge,2025-12-22 00:00:00,98
Hautapu at Papakai Road Bridge,2025-12-29 00:00:00,122
Hautapu at Papakai Road Bridge,2026-01-08 00:00:00,52
Hautapu at Papakai Road Bridge,2026-01-14 00:00:00,110
Hautapu at Papakai Road Bridge,2026-01-22 00:00:00,301
Hautapu at Papakai Road Bridge,2026-01-28 00:00:00,223
Hautapu at Papakai Road Bridge,2026-02-04 00:00:00,187
Hautapu at Papakai Road Bridge,2026-02-11 00:00:00,41
Hautapu at Papakai Road Bridge,2026-02-18 00:00:00,2760
Hautapu at Papakai Road Bridge,2026-02-25 00:00:00,272
Hautapu at Papakai Road Bridge,2026-03-04 00:00:00,171
Hautapu at Papakai Road Bridge,2026-03-13 00:00:00,20
Hautapu at Papakai Road Bridge,2026-03-18 00:00:00,73
Hautapu at Papakai Road Bridge,2026-03-25 00:00:00,85
Hautapu at Papakai Road Bridge,2026-04-01 00:00:00,148
Hautapu at Papakai Road Bridge,2026-04-09 00:00:00,63
Hautapu at Papakai Road Bridge,2026-04-15 00:00:00,272
Hautapu at Papakai Road Bridge,2026-04-21 00:00:00,2400
Hautapu at Papakai Road Bridge,2026-04-30 00:00:00,145
Hokio Estuary at Muaupoko St Bridge,2011-11-02 00:00:00,520
Hokio Estuary at Muaupoko St Bridge,2011-11-09 00:00:00,170
Hokio Estuary at Muaupoko St Bridge,2011-11-16 00:00:00,300
Hokio Estuary at Muaupoko St Bridge,2011-11-23 00:00:00,130
Hokio Estuary at Muaupoko St Bridge,2011-11-30 00:00:00,110
Hokio Estuary at Muaupoko St Bridge,2011-12-07 00:00:00,
Hokio Estuary at Muaupoko St Bridge,2011-12-14 00:00:00,99
Hokio Estuary at Muaupoko St Bridge,2011-12-21 00:00:00,52
Hokio Estuary at Muaupoko St Bridge,2011-12-28 00:00:00,190
Hokio Estuary at Muaupoko St Bridge,2012-01-04 00:00:00,150
Hokio Estuary at Muaupoko St Bridge,2012-01-11 00:00:00,64
Hokio Estuary at Muaupoko St Bridge,2012-01-18 00:00:00,68
Hokio Estuary at Muaupoko St Bridge,2012-01-25 00:00:00,1400
Hokio Estuary at Muaupoko St Bridge,2012-02-01 00:00:00,180
Hokio Estuary at Muaupoko St Bridge,2012-02-08 00:00:00,180
Hokio Estuary at Muaupoko St Bridge,2012-02-15 00:00:00,220
Hokio Estuary at Muaupoko St Bridge,2012-02-22 00:00:00,640
Hokio Estuary at Muaupoko St Bridge,2012-02-29 00:00:00,210
Hokio Estuary at Muaupoko St Bridge,2012-03-07 00:00:00,740
Hokio Estuary at Muaupoko St Bridge,2012-03-14 00:00:00,280
Hokio Estuary at Muaupoko St Bridge,2012-03-21 00:00:00,280
Hokio Estuary at Muaupoko St Bridge,2012-03-28 00:00:00,250
Hokio Estuary at Muaupoko St Bridge,2012-04-03 00:00:00,450
Hokio Estuary at Muaupoko St Bridge,2012-04-11 00:00:00,530
Hokio Estuary at Muaupoko St Bridge,2012-04-18 00:00:00,290
Hokio Estuary at Muaupoko St Bridge,2012-04-23 00:00:00,310
Hokio Estuary at Muaupoko St Bridge,2012-11-07 00:00:00,98
Hokio Estuary at Muaupoko St Bridge,2012-11-14 00:00:00,80
Hokio Estuary at Muaupoko St Bridge,2012-11-21 00:00:00,58
Hokio Estuary at Muaupoko St Bridge,2012-11-28 00:00:00,54
Hokio Estuary at Muaupoko St Bridge,2012-12-05 00:00:00,150
Hokio Estuary at Muaupoko St Bridge,2012-12-12 00:00:00,320
Hokio Estuary at Muaupoko St Bridge,2012-12-19 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2012-12-27 00:00:00,360
Hokio Estuary at Muaupoko St Bridge,2013-01-03 00:00:00,300
Hokio Estuary at Muaupoko St Bridge,2013-01-09 00:00:00,110
Hokio Estuary at Muaupoko St Bridge,2013-01-16 00:00:00,4
Hokio Estuary at Muaupoko St Bridge,2013-01-23 00:00:00,140
Hokio Estuary at Muaupoko St Bridge,2013-01-30 00:00:00,43
Hokio Estuary at Muaupoko St Bridge,2013-02-07 00:00:00,660
Hokio Estuary at Muaupoko St Bridge,2013-02-13 00:00:00,830
Hokio Estuary at Muaupoko St Bridge,2013-02-20 00:00:00,540
Hokio Estuary at Muaupoko St Bridge,2013-02-27 00:00:00,610
Hokio Estuary at Muaupoko St Bridge,2013-03-06 00:00:00,560
Hokio Estuary at Muaupoko St Bridge,2013-03-13 00:00:00,500
Hokio Estuary at Muaupoko St Bridge,2013-03-20 00:00:00,520
Hokio Estuary at Muaupoko St Bridge,2013-03-26 00:00:00,740
Hokio Estuary at Muaupoko St Bridge,2013-04-03 00:00:00,720
Hokio Estuary at Muaupoko St Bridge,2013-04-10 00:00:00,940
Hokio Estuary at Muaupoko St Bridge,2013-04-17 00:00:00,550
Hokio Estuary at Muaupoko St Bridge,2013-04-23 00:00:00,1000
Hokio Estuary at Muaupoko St Bridge,2013-11-06 00:00:00,240
Hokio Estuary at Muaupoko St Bridge,2013-11-13 00:00:00,100
Hokio Estuary at Muaupoko St Bridge,2013-11-20 00:00:00,460
Hokio Estuary at Muaupoko St Bridge,2013-11-27 00:00:00,1000
Hokio Estuary at Muaupoko St Bridge,2013-12-04 00:00:00,81
Hokio Estuary at Muaupoko St Bridge,2013-12-11 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2013-12-18 00:00:00,110
Hokio Estuary at Muaupoko St Bridge,2013-12-20 00:00:00,120
Hokio Estuary at Muaupoko St Bridge,2013-12-27 00:00:00,140
Hokio Estuary at Muaupoko St Bridge,2014-01-03 00:00:00,92
Hokio Estuary at Muaupoko St Bridge,2014-01-08 00:00:00,110
Hokio Estuary at Muaupoko St Bridge,2014-01-15 00:00:00,210
Hokio Estuary at Muaupoko St Bridge,2014-01-22 00:00:00,69
Hokio Estuary at Muaupoko St Bridge,2014-01-29 00:00:00,86
Hokio Estuary at Muaupoko St Bridge,2014-02-04 00:00:00,85
Hokio Estuary at Muaupoko St Bridge,2014-02-12 00:00:00,500
Hokio Estuary at Muaupoko St Bridge,2014-02-19 00:00:00,240
Hokio Estuary at Muaupoko St Bridge,2014-02-26 00:00:00,360
Hokio Estuary at Muaupoko St Bridge,2014-03-05 00:00:00,230
Hokio Estuary at Muaupoko St Bridge,2014-03-12 00:00:00,110
Hokio Estuary at Muaupoko St Bridge,2014-03-19 00:00:00,510
Hokio Estuary at Muaupoko St Bridge,2014-03-26 00:00:00,200
Hokio Estuary at Muaupoko St Bridge,2014-04-02 00:00:00,420
Hokio Estuary at Muaupoko St Bridge,2014-04-09 00:00:00,430
Hokio Estuary at Muaupoko St Bridge,2014-04-15 00:00:00,690
Hokio Estuary at Muaupoko St Bridge,2014-04-22 00:00:00,280
Hokio Estuary at Muaupoko St Bridge,2014-04-30 00:00:00,190
Hokio Estuary at Muaupoko St Bridge,2014-11-05 00:00:00,170
Hokio Estuary at Muaupoko St Bridge,2014-11-12 00:00:00,310
Hokio Estuary at Muaupoko St Bridge,2014-11-19 00:00:00,420
Hokio Estuary at Muaupoko St Bridge,2014-11-26 00:00:00,230
Hokio Estuary at Muaupoko St Bridge,2014-12-03 00:00:00,200
Hokio Estuary at Muaupoko St Bridge,2014-12-10 00:00:00,1700
Hokio Estuary at Muaupoko St Bridge,2014-12-17 00:00:00,320
Hokio Estuary at Muaupoko St Bridge,2015-02-03 00:00:00,470
Hokio Estuary at Muaupoko St Bridge,2015-02-11 00:00:00,450
Hokio Estuary at Muaupoko St Bridge,2015-02-18 00:00:00,400
Hokio Estuary at Muaupoko St Bridge,2015-02-25 00:00:00,200
Hokio Estuary at Muaupoko St Bridge,2015-03-04 00:00:00,490
Hokio Estuary at Muaupoko St Bridge,2015-03-11 00:00:00,150
Hokio Estuary at Muaupoko St Bridge,2015-03-18 00:00:00,230
Hokio Estuary at Muaupoko St Bridge,2015-03-25 00:00:00,450
Hokio Estuary at Muaupoko St Bridge,2015-03-31 00:00:00,540
Hokio Estuary at Muaupoko St Bridge,2015-04-08 00:00:00,5700
Hokio Estuary at Muaupoko St Bridge,2015-04-15 00:00:00,150
Hokio Estuary at Muaupoko St Bridge,2015-04-22 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2015-04-29 00:00:00,490
Hokio Estuary at Muaupoko St Bridge,2015-11-04 00:00:00,220
Hokio Estuary at Muaupoko St Bridge,2015-11-11 00:00:00,190
Hokio Estuary at Muaupoko St Bridge,2015-11-18 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2015-12-02 00:00:00,370
Hokio Estuary at Muaupoko St Bridge,2015-12-09 00:00:00,70
Hokio Estuary at Muaupoko St Bridge,2015-12-16 00:00:00,91
Hokio Estuary at Muaupoko St Bridge,2015-12-22 00:00:00,210
Hokio Estuary at Muaupoko St Bridge,2015-12-29 00:00:00,370
Hokio Estuary at Muaupoko St Bridge,2016-01-06 00:00:00,110
Hokio Estuary at Muaupoko St Bridge,2016-01-13 00:00:00,63
Hokio Estuary at Muaupoko St Bridge,2016-01-20 00:00:00,80
Hokio Estuary at Muaupoko St Bridge,2016-01-27 00:00:00,67
Hokio Estuary at Muaupoko St Bridge,2016-02-03 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2016-02-10 00:00:00,220
Hokio Estuary at Muaupoko St Bridge,2016-02-17 00:00:00,2500
Hokio Estuary at Muaupoko St Bridge,2016-02-24 00:00:00,520
Hokio Estuary at Muaupoko St Bridge,2016-03-02 00:00:00,16
Hokio Estuary at Muaupoko St Bridge,2016-03-09 00:00:00,190
Hokio Estuary at Muaupoko St Bridge,2016-03-16 00:00:00,1400
Hokio Estuary at Muaupoko St Bridge,2016-03-22 00:00:00,520
Hokio Estuary at Muaupoko St Bridge,2016-03-30 00:00:00,1100
Hokio Estuary at Muaupoko St Bridge,2016-04-06 00:00:00,380
Hokio Estuary at Muaupoko St Bridge,2016-04-13 00:00:00,
Hokio Estuary at Muaupoko St Bridge,2016-04-20 00:00:00,260
Hokio Estuary at Muaupoko St Bridge,2016-04-27 00:00:00,210
Hokio Estuary at Muaupoko St Bridge,2016-11-02 00:00:00,400
Hokio Estuary at Muaupoko St Bridge,2016-11-09 00:00:00,93
Hokio Estuary at Muaupoko St Bridge,2016-11-16 00:00:00,530
Hokio Estuary at Muaupoko St Bridge,2016-11-23 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2016-11-30 00:00:00,150
Hokio Estuary at Muaupoko St Bridge,2016-12-07 00:00:00,69
Hokio Estuary at Muaupoko St Bridge,2016-12-13 00:00:00,150
Hokio Estuary at Muaupoko St Bridge,2016-12-20 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2016-12-29 00:00:00,80
Hokio Estuary at Muaupoko St Bridge,2017-01-05 00:00:00,90
Hokio Estuary at Muaupoko St Bridge,2017-01-10 00:00:00,160
Hokio Estuary at Muaupoko St Bridge,2017-01-17 00:00:00,150
Hokio Estuary at Muaupoko St Bridge,2017-01-25 00:00:00,200
Hokio Estuary at Muaupoko St Bridge,2017-01-31 00:00:00,140
Hokio Estuary at Muaupoko St Bridge,2017-02-08 00:00:00,100
Hokio Estuary at Muaupoko St Bridge,2017-02-14 00:00:00,450
Hokio Estuary at Muaupoko St Bridge,2017-02-21 00:00:00,38
Hokio Estuary at Muaupoko St Bridge,2017-02-28 00:00:00,820
Hokio Estuary at Muaupoko St Bridge,2017-03-07 00:00:00,240
Hokio Estuary at Muaupoko St Bridge,2017-03-14 00:00:00,86
Hokio Estuary at Muaupoko St Bridge,2017-03-21 00:00:00,140
Hokio Estuary at Muaupoko St Bridge,2017-03-28 00:00:00,190
Hokio Estuary at Muaupoko St Bridge,2017-04-04 00:00:00,2000
Hokio Estuary at Muaupoko St Bridge,2017-04-11 00:00:00,230
Hokio Estuary at Muaupoko St Bridge,2017-04-19 00:00:00,130
Hokio Estuary at Muaupoko St Bridge,2017-04-27 00:00:00,200
Hokio Estuary at Muaupoko St Bridge,2017-11-06 00:00:00,203
Hokio Estuary at Muaupoko St Bridge,2017-11-12 00:00:00,92
Hokio Estuary at Muaupoko St Bridge,2017-11-21 00:00:00,41
